Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2023-06-24 20:00:00,Canada,Québec,CA-QC,0.0,29.19,100.0,100.0,hydroquebec.com,false,
2023-06-24 21:00:00,Canada,Québec,CA-QC,0.0,28.95,100.0,100.0,hydroquebec.com,false,
2023-06-24 22:00:00,Canada,Québec,CA-QC,0.0,28.9,100.0,100.0,hydroquebec.com,false,
2023-06-24 23:00:00,Canada,Québec,CA-QC,0.0,29.09,100.0,100.0,hydroquebec.com,false,
2023-06-25 00:00:00,Canada,Québec,CA-QC,0.0,29.51,100.0,100.0,hydroquebec.com,false,
2023-06-25 01:00:00,Canada,Québec,CA-QC,0.0,29.77,100.0,100.0,hydroquebec.com,false,
2023-06-25 02:00:00,Canada,Québec,CA-QC,0.0,29.9,100.0,100.0,hydroquebec.com,false,
2023-06-25 03:00:00,Canada,Québec,CA-QC,0.31,30.61,99.92,99.9,hydroquebec.com,false,
2023-06-25 04:00:00,Canada,Québec,CA-QC,1.0,31.53,99.73,99.03,hydroquebec.com,false,
2023-06-25 05:00:00,Canada,Québec,CA-QC,3.6,34.54,99.07,97.08,hydroquebec.com,false,
2023-06-25 06:00:00,Canada,Québec,CA-QC,3.47,34.51,99.11,96.95,hydroquebec.com,false,
2023-06-25 07:00:00,Canada,Québec,CA-QC,7.88,40.0,98.08,95.71,hydroquebec.com,false,
2023-06-25 08:00:00,Canada,Québec,CA-QC,8.38,40.53,97.95,95.01,hydroquebec.com,false,
2023-06-25 09:00:00,Canada,Québec,CA-QC,8.34,40.5,97.96,94.96,hydroquebec.com,false,
2023-06-25 10:00:00,Canada,Québec,CA-QC,8.16,40.33,98.0,95.0,hydroquebec.com,false,
2023-06-25 11:00:00,Canada,Québec,CA-QC,7.82,39.87,98.09,95.52,hydroquebec.com,false,
2023-06-25 12:00:00,Canada,Québec,CA-QC,7.71,39.47,98.11,95.57,hydroquebec.com,false,
2023-06-25 13:00:00,Canada,Québec,CA-QC,6.21,37.48,98.47,96.67,hydroquebec.com,false,
2023-06-25 14:00:00,Canada,Québec,CA-QC,3.83,34.38,99.04,97.64,hydroquebec.com,false,
2023-06-25 15:00:00,Canada,Québec,CA-QC,3.74,34.09,99.06,97.91,hydroquebec.com,false,
2023-06-25 16:00:00,Canada,Québec,CA-QC,2.04,31.76,99.46,98.47,hydroquebec.com,false,
2023-06-25 17:00:00,Canada,Québec,CA-QC,1.42,30.88,99.62,98.78,hydroquebec.com,false,
2023-06-25 18:00:00,Canada,Québec,CA-QC,1.49,30.9,99.6,98.75,hydroquebec.com,false,
2023-06-25 19:00:00,Canada,Québec,CA-QC,1.5,30.76,99.6,98.77,hydroquebec.com,false,
2023-06-25 20:00:00,Canada,Québec,CA-QC,0.4,29.38,99.89,99.67,hydroquebec.com,false,
2023-06-25 21:00:00,Canada,Québec,CA-QC,0.0,28.77,100.0,100.0,hydroquebec.com,false,
2023-06-25 22:00:00,Canada,Québec,CA-QC,0.0,28.66,100.0,100.0,hydroquebec.com,false,
2023-06-25 23:00:00,Canada,Québec,CA-QC,0.69,29.52,99.81,99.43,hydroquebec.com,false,
2023-06-26 00:00:00,Canada,Québec,CA-QC,2.07,31.08,99.44,98.28,hydroquebec.com,false,
2023-06-26 01:00:00,Canada,Québec,CA-QC,1.81,30.9,99.51,98.38,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-06-26 02:00:00,Canada,Québec,CA-QC,2.24,31.62,99.39,98.11,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-06-26 03:00:00,Canada,Québec,CA-QC,4.11,34.08,98.93,97.27,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-06-26 04:00:00,Canada,Québec,CA-QC,8.39,39.31,97.91,95.81,Electricity Maps Estimation; hydroquebec.com,false,
2023-06-26 05:00:00,Canada,Québec,CA-QC,8.12,39.09,97.99,95.71,hydroquebec.com,false,
2023-06-26 06:00:00,Canada,Québec,CA-QC,7.94,38.82,98.04,95.61,hydroquebec.com,false,
2023-06-26 07:00:00,Canada,Québec,CA-QC,7.65,38.31,98.12,95.64,hydroquebec.com,false,
2023-06-26 08:00:00,Canada,Québec,CA-QC,7.6,38.2,98.13,95.66,hydroquebec.com,false,
2023-06-26 09:00:00,Canada,Québec,CA-QC,7.55,38.04,98.14,95.64,hydroquebec.com,false,
2023-06-26 10:00:00,Canada,Québec,CA-QC,7.51,37.73,98.15,95.84,hydroquebec.com,false,
2023-06-26 11:00:00,Canada,Québec,CA-QC,4.4,33.75,98.9,97.22,hydroquebec.com,false,
2023-06-26 12:00:00,Canada,Québec,CA-QC,3.53,32.46,99.11,97.66,hydroquebec.com,false,
2023-06-26 13:00:00,Canada,Québec,CA-QC,2.39,30.89,99.37,98.04,hydroquebec.com,false,
2023-06-26 14:00:00,Canada,Québec,CA-QC,1.83,30.09,99.51,98.42,hydroquebec.com,false,
2023-06-26 15:00:00,Canada,Québec,CA-QC,1.38,29.47,99.63,98.8,hydroquebec.com,false,
2023-06-26 16:00:00,Canada,Québec,CA-QC,0.09,27.85,99.97,99.92,hydroquebec.com,false,
2023-06-26 17:00:00,Canada,Québec,CA-QC,0.0,27.58,100.0,100.0,hydroquebec.com,false,
2023-06-26 18:00:00,Canada,Québec,CA-QC,2.57,30.84,99.31,99.31,hydroquebec.com,false,
2023-06-26 19:00:00,Canada,Québec,CA-QC,4.61,33.42,98.75,98.75,hydroquebec.com,false,
2023-06-26 20:00:00,Canada,Québec,CA-QC,2.48,30.65,99.33,99.33,hydroquebec.com,false,
2023-06-26 21:00:00,Canada,Québec,CA-QC,0.51,28.11,99.86,99.86,hydroquebec.com,false,
2023-06-26 22:00:00,Canada,Québec,CA-QC,0.0,27.48,100.0,100.0,hydroquebec.com,false,
2023-06-26 23:00:00,Canada,Québec,CA-QC,0.0,27.61,100.0,100.0,hydroquebec.com,false,
2023-06-27 00:00:00,Canada,Québec,CA-QC,0.0,27.74,100.0,100.0,hydroquebec.com,false,
2023-06-27 01:00:00,Canada,Québec,CA-QC,0.0,27.89,100.0,100.0,hydroquebec.com,false,
2023-06-27 02:00:00,Canada,Québec,CA-QC,1.47,29.9,99.62,98.97,hydroquebec.com,false,
2023-06-27 03:00:00,Canada,Québec,CA-QC,5.54,34.95,98.59,96.51,hydroquebec.com,false,
2023-06-27 04:00:00,Canada,Québec,CA-QC,5.57,35.23,98.59,96.46,hydroquebec.com,false,
2023-06-27 05:00:00,Canada,Québec,CA-QC,8.09,38.34,97.99,95.64,hydroquebec.com,false,
2023-06-27 06:00:00,Canada,Québec,CA-QC,7.26,37.33,98.2,95.67,hydroquebec.com,false,
2023-06-27 07:00:00,Canada,Québec,CA-QC,6.83,36.89,98.32,95.87,hydroquebec.com,false,
2023-06-27 08:00:00,Canada,Québec,CA-QC,7.33,37.51,98.19,95.46,hydroquebec.com,false,
2023-06-27 09:00:00,Canada,Québec,CA-QC,7.51,37.75,98.15,95.4,hydroquebec.com,false,
2023-06-27 10:00:00,Canada,Québec,CA-QC,2.52,31.62,99.34,97.3,hydroquebec.com,false,
2023-06-27 11:00:00,Canada,Québec,CA-QC,1.49,30.15,99.6,98.02,hydroquebec.com,false,
2023-06-27 12:00:00,Canada,Québec,CA-QC,1.64,30.2,99.56,98.17,hydroquebec.com,false,
2023-06-27 13:00:00,Canada,Québec,CA-QC,1.74,30.27,99.53,98.24,hydroquebec.com,false,
2023-06-27 14:00:00,Canada,Québec,CA-QC,2.55,31.28,99.34,98.07,hydroquebec.com,false,
2023-06-27 15:00:00,Canada,Québec,CA-QC,2.25,30.9,99.4,97.89,hydroquebec.com,false,
2023-06-27 16:00:00,Canada,Québec,CA-QC,2.15,30.77,99.42,98.03,hydroquebec.com,false,
2023-06-27 17:00:00,Canada,Québec,CA-QC,2.34,30.95,99.37,97.97,hydroquebec.com,false,
2023-06-27 18:00:00,Canada,Québec,CA-QC,2.3,30.87,99.38,98.06,hydroquebec.com,false,
2023-06-27 19:00:00,Canada,Québec,CA-QC,2.33,30.88,99.37,97.94,hydroquebec.com,false,
2023-06-27 20:00:00,Canada,Québec,CA-QC,2.42,30.99,99.35,97.86,hydroquebec.com,false,
2023-06-27 21:00:00,Canada,Québec,CA-QC,2.33,30.75,99.37,97.9,hydroquebec.com,false,
2023-06-27 22:00:00,Canada,Québec,CA-QC,2.36,30.67,99.37,97.96,hydroquebec.com,false,
2023-06-27 23:00:00,Canada,Québec,CA-QC,2.14,30.42,99.43,98.16,hydroquebec.com,false,
2023-06-28 00:00:00,Canada,Québec,CA-QC,2.24,30.48,99.4,97.9,hydroquebec.com,false,
2023-06-28 01:00:00,Canada,Québec,CA-QC,2.38,30.63,99.36,97.63,hydroquebec.com,false,
2023-06-28 02:00:00,Canada,Québec,CA-QC,5.92,35.01,98.48,95.82,hydroquebec.com,false,
2023-06-28 03:00:00,Canada,Québec,CA-QC,4.58,33.6,98.79,95.8,hydroquebec.com,false,
2023-06-28 04:00:00,Canada,Québec,CA-QC,3.42,32.32,99.08,95.67,hydroquebec.com,false,
2023-06-28 05:00:00,Canada,Québec,CA-QC,3.15,32.04,99.15,95.17,hydroquebec.com,false,
2023-06-28 06:00:00,Canada,Québec,CA-QC,2.34,31.17,99.37,95.23,hydroquebec.com,false,
2023-06-28 07:00:00,Canada,Québec,CA-QC,6.74,36.52,98.32,93.61,hydroquebec.com,false,
2023-06-28 08:00:00,Canada,Québec,CA-QC,6.71,36.6,98.31,93.48,hydroquebec.com,false,
2023-06-28 09:00:00,Canada,Québec,CA-QC,3.35,32.56,99.1,94.83,hydroquebec.com,false,
2023-06-28 10:00:00,Canada,Québec,CA-QC,3.28,32.25,99.11,95.22,hydroquebec.com,false,
2023-06-28 11:00:00,Canada,Québec,CA-QC,3.22,31.97,99.13,95.67,hydroquebec.com,false,
2023-06-28 12:00:00,Canada,Québec,CA-QC,2.64,31.29,99.29,96.8,hydroquebec.com,false,
2023-06-28 13:00:00,Canada,Québec,CA-QC,3.05,31.75,99.17,96.86,hydroquebec.com,false,
2023-06-28 14:00:00,Canada,Québec,CA-QC,3.66,32.4,99.01,96.34,hydroquebec.com,false,
2023-06-28 15:00:00,Canada,Québec,CA-QC,3.74,32.6,98.99,96.46,hydroquebec.com,false,
2023-06-28 16:00:00,Canada,Québec,CA-QC,3.76,32.63,98.98,96.47,hydroquebec.com,false,
2023-06-28 17:00:00,Canada,Québec,CA-QC,2.66,31.37,99.28,97.43,hydroquebec.com,false,
2023-06-28 18:00:00,Canada,Québec,CA-QC,3.81,32.73,98.97,96.47,hydroquebec.com,false,
2023-06-28 19:00:00,Canada,Québec,CA-QC,4.42,33.56,98.81,96.3,hydroquebec.com,false,
2023-06-28 20:00:00,Canada,Québec,CA-QC,3.89,32.95,98.95,96.74,hydroquebec.com,false,
2023-06-28 21:00:00,Canada,Québec,CA-QC,2.42,31.27,99.34,98.09,hydroquebec.com,false,
2023-06-28 22:00:00,Canada,Québec,CA-QC,1.87,30.56,99.5,98.52,hydroquebec.com,false,
2023-06-28 23:00:00,Canada,Québec,CA-QC,1.89,30.59,99.49,98.47,hydroquebec.com,false,
2023-06-29 00:00:00,Canada,Québec,CA-QC,1.67,30.39,99.55,98.66,hydroquebec.com,false,
2023-06-29 01:00:00,Canada,Québec,CA-QC,2.43,31.44,99.34,97.99,hydroquebec.com,false,
2023-06-29 02:00:00,Canada,Québec,CA-QC,3.35,32.82,99.09,97.21,hydroquebec.com,false,
2023-06-29 03:00:00,Canada,Québec,CA-QC,4.0,33.91,98.92,96.57,hydroquebec.com,false,
2023-06-29 04:00:00,Canada,Québec,CA-QC,5.63,36.26,98.56,96.24,hydroquebec.com,false,
2023-06-29 05:00:00,Canada,Québec,CA-QC,4.77,35.59,98.81,96.84,hydroquebec.com,false,
2023-06-29 06:00:00,Canada,Québec,CA-QC,8.12,39.62,97.99,94.73,hydroquebec.com,false,
2023-06-29 07:00:00,Canada,Québec,CA-QC,9.68,41.38,97.6,92.93,hydroquebec.com,false,
2023-06-29 08:00:00,Canada,Québec,CA-QC,9.98,41.78,97.52,92.71,hydroquebec.com,false,
2023-06-29 09:00:00,Canada,Québec,CA-QC,8.6,39.93,97.83,92.95,hydroquebec.com,false,
2023-06-29 10:00:00,Canada,Québec,CA-QC,5.98,36.69,98.48,95.02,hydroquebec.com,false,
2023-06-29 11:00:00,Canada,Québec,CA-QC,3.25,33.07,99.15,96.76,hydroquebec.com,false,
2023-06-29 12:00:00,Canada,Québec,CA-QC,2.48,31.98,99.35,97.48,hydroquebec.com,false,
2023-06-29 13:00:00,Canada,Québec,CA-QC,3.85,33.47,98.99,96.42,hydroquebec.com,false,
2023-06-29 14:00:00,Canada,Québec,CA-QC,4.13,33.88,98.91,96.53,hydroquebec.com,false,
2023-06-29 15:00:00,Canada,Québec,CA-QC,3.98,33.69,98.95,96.85,hydroquebec.com,false,
2023-06-29 16:00:00,Canada,Québec,CA-QC,4.21,33.9,98.89,96.72,hydroquebec.com,false,
2023-06-29 17:00:00,Canada,Québec,CA-QC,3.53,33.17,99.05,97.17,hydroquebec.com,false,
2023-06-29 18:00:00,Canada,Québec,CA-QC,1.7,31.15,99.54,98.67,hydroquebec.com,false,
2023-06-29 19:00:00,Canada,Québec,CA-QC,0.33,29.63,99.91,99.74,hydroquebec.com,false,
2023-06-29 20:00:00,Canada,Québec,CA-QC,0.0,29.11,100.0,100.0,hydroquebec.com,false,
2023-06-29 21:00:00,Canada,Québec,CA-QC,0.0,28.92,100.0,100.0,hydroquebec.com,false,
2023-06-29 22:00:00,Canada,Québec,CA-QC,0.0,28.83,100.0,100.0,hydroquebec.com,false,
2023-06-29 23:00:00,Canada,Québec,CA-QC,0.0,28.9,100.0,100.0,hydroquebec.com,false,
2023-06-30 00:00:00,Canada,Québec,CA-QC,0.44,29.63,99.88,99.6,hydroquebec.com,false,
2023-06-30 01:00:00,Canada,Québec,CA-QC,1.74,31.4,99.56,98.95,hydroquebec.com,false,
2023-06-30 02:00:00,Canada,Québec,CA-QC,1.8,31.66,99.54,98.83,hydroquebec.com,false,
2023-06-30 03:00:00,Canada,Québec,CA-QC,1.98,32.19,99.5,98.72,hydroquebec.com,false,
2023-06-30 04:00:00,Canada,Québec,CA-QC,5.44,36.66,98.63,96.51,hydroquebec.com,false,
2023-06-30 05:00:00,Canada,Québec,CA-QC,6.78,38.45,98.28,94.81,hydroquebec.com,false,
2023-06-30 06:00:00,Canada,Québec,CA-QC,10.18,42.53,97.46,92.91,hydroquebec.com,false,
2023-06-30 07:00:00,Canada,Québec,CA-QC,11.75,44.47,97.08,91.88,hydroquebec.com,false,
2023-06-30 08:00:00,Canada,Québec,CA-QC,11.23,43.92,97.19,91.89,hydroquebec.com,false,
2023-06-30 09:00:00,Canada,Québec,CA-QC,10.76,43.56,97.32,93.04,hydroquebec.com,false,
2023-06-30 10:00:00,Canada,Québec,CA-QC,6.87,38.92,98.26,95.33,hydroquebec.com,false,
2023-06-30 11:00:00,Canada,Québec,CA-QC,5.73,37.19,98.54,95.98,hydroquebec.com,false,
2023-06-30 12:00:00,Canada,Québec,CA-QC,4.9,35.86,98.76,96.79,hydroquebec.com,false,
2023-06-30 13:00:00,Canada,Québec,CA-QC,5.41,36.18,98.62,96.59,hydroquebec.com,false,
2023-06-30 14:00:00,Canada,Québec,CA-QC,4.62,35.29,98.84,97.64,hydroquebec.com,false,
2023-06-30 15:00:00,Canada,Québec,CA-QC,3.84,34.31,99.05,98.33,hydroquebec.com,false,
2023-06-30 16:00:00,Canada,Québec,CA-QC,3.18,33.41,99.23,98.79,hydroquebec.com,false,
2023-06-30 17:00:00,Canada,Québec,CA-QC,1.43,31.39,99.66,99.56,hydroquebec.com,false,
2023-06-30 18:00:00,Canada,Québec,CA-QC,1.33,31.33,99.68,99.59,hydroquebec.com,false,
2023-06-30 19:00:00,Canada,Québec,CA-QC,1.31,31.3,99.69,99.6,hydroquebec.com,false,
2023-06-30 20:00:00,Canada,Québec,CA-QC,0.0,29.54,100.0,100.0,hydroquebec.com,false,
2023-06-30 21:00:00,Canada,Québec,CA-QC,0.0,29.19,100.0,100.0,hydroquebec.com,false,
2023-06-30 22:00:00,Canada,Québec,CA-QC,0.0,29.22,100.0,100.0,hydroquebec.com,false,
2023-06-30 23:00:00,Canada,Québec,CA-QC,0.0,29.5,100.0,100.0,hydroquebec.com,false,
2023-07-01 00:00:00,Canada,Québec,CA-QC,1.29,31.38,99.69,99.61,hydroquebec.com,false,
2023-07-01 01:00:00,Canada,Québec,CA-QC,2.67,33.35,99.36,99.18,hydroquebec.com,false,
2023-07-01 02:00:00,Canada,Québec,CA-QC,3.53,34.62,99.13,98.56,hydroquebec.com,false,
2023-07-01 03:00:00,Canada,Québec,CA-QC,3.79,35.23,99.06,98.37,hydroquebec.com,false,
2023-07-01 04:00:00,Canada,Québec,CA-QC,2.9,34.37,99.26,98.23,hydroquebec.com,false,
2023-07-01 05:00:00,Canada,Québec,CA-QC,5.4,37.47,98.65,96.85,hydroquebec.com,false,
2023-07-01 06:00:00,Canada,Québec,CA-QC,9.25,42.08,97.71,94.89,hydroquebec.com,false,
2023-07-01 07:00:00,Canada,Québec,CA-QC,9.01,41.82,97.78,94.98,hydroquebec.com,false,
2023-07-01 08:00:00,Canada,Québec,CA-QC,8.76,41.57,97.85,94.78,hydroquebec.com,false,
2023-07-01 09:00:00,Canada,Québec,CA-QC,8.94,42.01,97.8,94.59,hydroquebec.com,false,
2023-07-01 10:00:00,Canada,Québec,CA-QC,8.22,40.87,97.94,93.99,hydroquebec.com,false,
2023-07-01 11:00:00,Canada,Québec,CA-QC,2.08,33.5,99.44,97.33,hydroquebec.com,false,
2023-07-01 12:00:00,Canada,Québec,CA-QC,1.54,32.52,99.58,98.14,hydroquebec.com,false,
2023-07-01 13:00:00,Canada,Québec,CA-QC,0.71,31.4,99.81,99.26,hydroquebec.com,false,
2023-07-01 14:00:00,Canada,Québec,CA-QC,0.72,31.1,99.8,99.3,hydroquebec.com,false,
2023-07-01 15:00:00,Canada,Québec,CA-QC,0.82,31.02,99.78,99.33,hydroquebec.com,false,
2023-07-01 16:00:00,Canada,Québec,CA-QC,0.88,31.09,99.76,99.34,hydroquebec.com,false,
2023-07-01 17:00:00,Canada,Québec,CA-QC,0.3,30.65,99.92,99.79,hydroquebec.com,false,
2023-07-01 18:00:00,Canada,Québec,CA-QC,0.12,30.66,99.97,99.92,hydroquebec.com,false,
2023-07-01 19:00:00,Canada,Québec,CA-QC,0.0,30.51,100.0,100.0,hydroquebec.com,false,
2023-07-01 20:00:00,Canada,Québec,CA-QC,0.0,30.4,100.0,100.0,hydroquebec.com,false,
2023-07-01 21:00:00,Canada,Québec,CA-QC,0.0,30.13,100.0,100.0,hydroquebec.com,false,
2023-07-01 22:00:00,Canada,Québec,CA-QC,0.0,29.99,100.0,100.0,hydroquebec.com,false,
2023-07-01 23:00:00,Canada,Québec,CA-QC,0.0,30.18,100.0,100.0,hydroquebec.com,false,
2023-07-02 00:00:00,Canada,Québec,CA-QC,0.04,30.33,99.99,99.97,hydroquebec.com,false,
2023-07-02 01:00:00,Canada,Québec,CA-QC,0.79,31.21,99.79,99.38,hydroquebec.com,false,
2023-07-02 02:00:00,Canada,Québec,CA-QC,0.98,31.55,99.73,99.27,hydroquebec.com,false,
2023-07-02 03:00:00,Canada,Québec,CA-QC,2.34,33.41,99.41,98.8,hydroquebec.com,false,
2023-07-02 04:00:00,Canada,Québec,CA-QC,5.83,37.89,98.55,97.26,hydroquebec.com,false,
2023-07-02 05:00:00,Canada,Québec,CA-QC,8.97,41.89,97.78,95.7,hydroquebec.com,false,
2023-07-02 06:00:00,Canada,Québec,CA-QC,9.34,42.53,97.7,95.44,hydroquebec.com,false,
2023-07-02 07:00:00,Canada,Québec,CA-QC,8.23,41.41,98.0,96.48,hydroquebec.com,false,
2023-07-02 08:00:00,Canada,Québec,CA-QC,8.77,41.89,97.85,95.36,hydroquebec.com,false,
2023-07-02 09:00:00,Canada,Québec,CA-QC,8.06,41.39,98.05,96.34,hydroquebec.com,false,
2023-07-02 10:00:00,Canada,Québec,CA-QC,7.82,40.83,98.06,95.05,hydroquebec.com,false,
2023-07-02 11:00:00,Canada,Québec,CA-QC,1.9,33.69,99.49,97.74,hydroquebec.com,false,
2023-07-02 12:00:00,Canada,Québec,CA-QC,0.61,31.86,99.84,99.31,hydroquebec.com,false,
2023-07-02 13:00:00,Canada,Québec,CA-QC,0.6,31.47,99.84,99.37,hydroquebec.com,false,
2023-07-02 14:00:00,Canada,Québec,CA-QC,1.27,31.89,99.66,98.7,hydroquebec.com,false,
2023-07-02 15:00:00,Canada,Québec,CA-QC,0.65,31.1,99.83,99.42,hydroquebec.com,false,
2023-07-02 16:00:00,Canada,Québec,CA-QC,0.69,31.1,99.81,99.42,hydroquebec.com,false,
2023-07-02 17:00:00,Canada,Québec,CA-QC,0.75,31.17,99.8,99.41,hydroquebec.com,false,
2023-07-02 18:00:00,Canada,Québec,CA-QC,0.78,31.25,99.79,99.37,hydroquebec.com,false,
2023-07-02 19:00:00,Canada,Québec,CA-QC,0.76,31.27,99.79,99.4,hydroquebec.com,false,
